field,RAdeg,DEdeg,GLON,GLAT,sigma18,sigma21,N18,N21
BLG511.10,271.096,-27.53,3.301,-2.858,241.0,3204.9,39564,526153
BLG511.11,270.922,-27.53,3.225,-2.723,204.8,2527.7,33621,414961
BLG511.12,270.748,-27.53,3.15,-2.589,191.3,2434.0,31405,399587
BLG511.13,270.574,-27.53,3.074,-2.455,193.9,2498.4,31840,410259
BLG511.14,270.401,-27.53,2.998,-2.321,209.6,2683.5,34426,440759
BLG511.15,270.227,-27.53,2.922,-2.187,215.4,3388.6,35379,556562
BLG511.16,270.053,-27.53,2.845,-2.053,198.4,2597.5,32586,426634
BLG511.17,271.443,-27.231,3.713,-2.981,267.7,3047.1,43948,500231
BLG511.18,271.269,-27.231,3.637,-2.846,271.3,3008.6,44539,493918
BLG511.19,271.096,-27.231,3.562,-2.711,272.8,3008.0,44785,493820
BLG511.20,270.922,-27.231,3.486,-2.577,190.0,2318.3,31199,380685
BLG511.21,270.748,-27.231,3.41,-2.442,113.8,1620.1,18686,266035
BLG511.22,270.574,-27.231,3.334,-2.308,118.2,1638.8,19409,269113
BLG511.23,270.401,-27.231,3.258,-2.173,135.2,1753.5,22206,288008
BLG511.24,270.227,-27.231,3.182,-2.039,169.1,2290.2,27774,376168
BLG511.25,270.053,-27.231,3.105,-1.905,186.4,2355.9,30615,386951
BLG511.26,271.277,-26.909,3.922,-2.696,209.5,2529.5,34401,415366
BLG511.27,271.104,-26.909,3.846,-2.561,204.4,2553.4,33564,419291
BLG511.28,270.93,-26.909,3.77,-2.425,164.8,2272.9,27061,373230
BLG511.29,270.756,-26.909,3.694,-2.291,136.7,1883.3,22452,309336
BLG511.30,270.583,-26.909,3.618,-2.156,113.1,1591.0,18576,261318
BLG511.31,270.409,-26.909,3.541,-2.021,99.4,1238.8,16326,203470
BLG511.32,270.235,-26.909,3.465,-1.886,113.8,1499.8,18686,246280
BLG512.01,271.296,-29.082,2.03,-3.768,205.4,2823.1,34834,478786
BLG512.02,271.12,-29.082,1.955,-3.634,241.0,3033.9,40881,514652
BLG512.03,270.944,-29.082,1.88,-3.5,259.3,3175.4,43996,538791
BLG512.04,270.769,-29.082,1.804,-3.366,258.9,3015.3,43928,511618
BLG512.05,270.593,-29.082,1.729,-3.233,247.0,3190.2,41919,541413
BLG512.06,270.417,-29.082,1.653,-3.099,245.4,3311.7,41657,562169
BLG512.07,270.242,-29.082,1.577,-2.965,278.7,3240.7,47343,550498
BLG512.08,271.463,-28.76,2.382,-3.74,201.6,2476.1,34181,419821
BLG512.09,271.288,-28.76,2.307,-3.606,236.0,2848.2,40014,482929
BLG512.10,271.112,-28.76,2.232,-3.471,279.6,3232.7,47418,548234
BLG512.11,270.936,-28.76,2.157,-3.337,298.8,3327.6,50686,564482
BLG512.12,270.761,-28.76,2.081,-3.203,295.1,3338.1,50070,566380
BLG512.13,270.585,-28.76,2.006,-3.068,287.2,3326.3,48753,564664
BLG512.14,270.409,-28.76,1.93,-2.934,288.2,3476.3,48923,590119
BLG512.15,270.233,-28.76,1.854,-2.8,344.3,3589.0,58460,609394
BLG512.16,270.058,-28.76,1.777,-2.666,352.3,3699.9,59860,628664
BLG512.17,271.463,-28.461,2.644,-3.595,205.9,2840.2,34935,481916
BLG512.18,271.288,-28.461,2.569,-3.46,233.3,2934.6,39566,497696
BLG512.19,271.112,-28.461,2.494,-3.325,264.4,3238.9,44851,549436
BLG512.20,270.936,-28.461,2.418,-3.191,287.0,3217.4,48684,545771
BLG512.21,270.761,-28.461,2.342,-3.056,289.1,3341.8,49064,567150
BLG512.22,270.585,-28.461,2.266,-2.921,294.8,3279.6,50031,556602
BLG512.23,270.409,-28.461,2.19,-2.787,297.5,3445.1,50514,584960
BLG512.24,270.233,-28.461,2.114,-2.653,292.3,3542.4,49631,601490
BLG512.25,270.058,-28.461,2.038,-2.518,288.1,3575.2,48929,607206
BLG512.26,271.296,-28.14,2.854,-3.31,282.3,3059.2,47910,519189
BLG512.27,271.12,-28.14,2.778,-3.175,258.4,3173.8,43854,538629
BLG512.28,270.944,-28.14,2.702,-3.04,249.1,3295.2,42285,559376
BLG512.29,270.769,-28.14,2.626,-2.904,300.2,3321.7,50960,563866
BLG512.30,270.593,-28.14,2.55,-2.77,279.3,3249.1,47423,551680
BLG512.31,270.417,-28.14,2.474,-2.635,229.4,3254.2,38950,552538
BLG512.32,270.242,-28.14,2.397,-2.5,231.5,3144.9,39307,533996
BLG513.01,271.307,-30.315,0.953,-4.376,134.6,2285.7,21275,361293
BLG513.02,271.129,-30.315,0.878,-4.242,137.9,2256.5,21792,356592
BLG513.03,270.951,-30.315,0.803,-4.108,172.0,2504.2,27187,395831
BLG513.04,270.773,-30.315,0.728,-3.974,179.7,2464.9,28397,389528
BLG513.05,270.596,-30.315,0.653,-3.84,196.1,2671.7,31004,422406
BLG513.06,270.418,-30.315,0.577,-3.706,198.3,2749.9,31337,434574
BLG513.07,270.24,-30.315,0.502,-3.572,198.6,2864.8,31384,452716
BLG513.08,271.476,-29.994,1.306,-4.348,158.4,2414.8,25067,382151
BLG513.09,271.299,-29.994,1.231,-4.214,145.2,2266.9,22967,358580
BLG513.10,271.121,-29.994,1.156,-4.079,202.8,2564.1,32086,405689
BLG513.11,270.943,-29.994,1.081,-3.945,242.2,2822.8,38302,446398
BLG513.12,270.765,-29.994,1.006,-3.81,237.2,2769.4,37520,438077
BLG513.13,270.587,-29.994,0.93,-3.676,203.9,2780.9,32261,439986
BLG513.14,270.409,-29.994,0.854,-3.542,205.7,2964.9,32538,469004
BLG513.15,270.232,-29.994,0.778,-3.408,229.9,2998.0,36375,474346
BLG513.16,270.054,-29.994,0.702,-3.274,209.5,2978.5,33147,471261
BLG513.17,271.476,-29.695,1.569,-4.203,200.7,2747.4,31792,435212
BLG513.18,271.299,-29.695,1.494,-4.068,217.8,2819.2,34493,446490
BLG513.19,271.121,-29.695,1.418,-3.933,216.0,2628.2,34216,416333
BLG513.20,270.943,-29.695,1.343,-3.798,199.8,2769.2,31627,438345
BLG513.21,270.765,-29.695,1.267,-3.664,223.0,2819.7,35308,446454
BLG513.22,270.587,-29.695,1.191,-3.529,220.5,2823.2,34904,446904
BLG513.23,270.409,-29.695,1.115,-3.395,223.7,2863.4,35419,453376
BLG513.24,270.232,-29.695,1.039,-3.26,207.6,2887.7,32878,457336
BLG513.25,270.054,-29.695,0.963,-3.126,213.3,2730.9,33764,432293
BLG513.26,271.307,-29.373,1.779,-3.918,197.7,2406.8,31340,381535
BLG513.27,271.129,-29.373,1.703,-3.783,216.4,2654.9,34304,420865
BLG513.28,270.951,-29.373,1.627,-3.648,261.4,3016.8,41428,478128
BLG513.29,270.773,-29.373,1.551,-3.513,212.4,3201.6,33662,507400
BLG513.30,270.596,-29.373,1.475,-3.378,189.1,2655.8,29962,420800
BLG513.31,270.418,-29.373,1.399,-3.243,175.6,2690.8,27830,426451
BLG513.32,270.24,-29.373,1.323,-3.108,186.3,2548.9,29533,404066
BLG514.01,271.338,-31.545,-0.113,-4.995,116.3,1746.2,19299,289759
BLG514.02,271.158,-31.545,-0.188,-4.861,121.2,1759.3,20116,292018
BLG514.03,270.978,-31.545,-0.263,-4.726,118.1,1689.1,19602,280358
BLG514.04,270.798,-31.545,-0.338,-4.592,142.7,1969.6,23691,326992
BLG514.05,270.618,-31.545,-0.413,-4.458,146.0,2051.6,24244,340688
BLG514.06,270.438,-31.545,-0.488,-4.325,136.5,1967.7,22667,326747
BLG514.07,270.258,-31.545,-0.564,-4.191,128.9,2010.1,21410,333867
BLG514.08,271.51,-31.224,0.24,-4.968,115.3,1753.0,19128,290834
BLG514.09,271.33,-31.224,0.165,-4.833,101.2,1671.5,16789,277305
BLG514.10,271.15,-31.224,0.091,-4.698,87.9,1582.7,14586,262636
BLG514.11,270.97,-31.224,0.016,-4.564,88.0,1513.6,14606,251220
BLG514.12,270.79,-31.224,-0.06,-4.429,137.1,1993.6,22761,330977
BLG514.13,270.609,-31.224,-0.135,-4.295,137.9,1945.7,22899,323094
BLG514.14,270.429,-31.224,-0.211,-4.161,128.8,2006.6,21388,333215
BLG514.15,270.249,-31.224,-0.287,-4.027,127.6,2019.1,21194,335370
BLG514.16,270.069,-31.224,-0.363,-3.893,135.6,2012.3,22523,334241
BLG514.17,271.51,-30.925,0.503,-4.824,111.8,1740.5,18552,288822
BLG514.18,271.33,-30.925,0.428,-4.688,112.4,1765.2,18651,292912
BLG514.19,271.15,-30.925,0.353,-4.553,99.7,1629.7,16544,270427
BLG514.20,270.97,-30.925,0.278,-4.418,91.3,1622.8,15157,269408
BLG514.21,270.79,-30.925,0.202,-4.283,95.2,1657.6,15808,275252
BLG514.22,270.609,-30.925,0.126,-4.149,114.3,1929.8,18980,320470
BLG514.23,270.429,-30.925,0.05,-4.014,134.0,2405.7,22257,399584
BLG514.24,270.249,-30.925,-0.026,-3.879,128.3,2078.8,21310,345286
BLG514.25,270.069,-30.925,-0.102,-3.745,120.5,2045.1,20014,339689
BLG514.26,271.338,-30.603,0.714,-4.539,134.5,2032.7,22335,337550
BLG514.27,271.158,-30.603,0.638,-4.403,131.6,2070.8,21853,343868
BLG514.28,270.978,-30.603,0.563,-4.268,119.5,1855.3,19844,308091
BLG514.29,270.798,-30.603,0.487,-4.133,128.4,2087.8,21322,346700
BLG514.30,270.618,-30.603,0.411,-3.997,150.9,2089.7,25064,347097
BLG514.31,270.438,-30.603,0.335,-3.862,170.8,2577.7,28369,428145
BLG514.32,270.258,-30.603,0.258,-3.727,174.1,2592.9,28917,430686
BLG515.01,271.36,-32.778,-1.189,-5.606,81.7,1257.0,13107,201679
BLG515.02,271.177,-32.778,-1.263,-5.472,91.5,1303.8,14676,209138
BLG515.03,270.995,-32.778,-1.338,-5.337,92.0,1386.1,14753,222277
BLG515.04,270.813,-32.778,-1.413,-5.203,97.2,1424.3,15583,228348
BLG515.05,270.63,-32.778,-1.487,-5.069,99.0,1514.2,15871,242761
BLG515.06,270.448,-32.778,-1.563,-4.935,102.3,1610.5,16401,258192
BLG515.07,270.265,-32.778,-1.638,-4.801,96.2,1545.0,15423,247707
BLG515.08,271.534,-32.457,-0.835,-5.58,88.0,1369.2,14118,219665
BLG515.09,271.351,-32.457,-0.909,-5.445,92.9,1339.2,14908,214920
BLG515.10,271.169,-32.457,-0.984,-5.31,92.6,1369.0,14856,219640
BLG515.11,270.986,-32.457,-1.059,-5.175,99.0,1402.7,15871,224877
BLG515.12,270.804,-32.457,-1.134,-5.041,119.0,1725.8,19078,276693
BLG515.13,270.622,-32.457,-1.209,-4.906,94.9,1567.5,15214,251298
BLG515.14,270.439,-32.457,-1.285,-4.772,93.9,1551.2,15054,248701
BLG515.15,270.257,-32.457,-1.36,-4.637,111.3,1820.3,17852,291984
BLG515.16,270.074,-32.457,-1.436,-4.503,107.9,1791.2,17307,287316
BLG515.17,271.534,-32.157,-0.571,-5.436,93.5,1393.8,15004,223663
BLG515.18,271.351,-32.157,-0.646,-5.3,97.1,1389.7,15578,222962
BLG515.19,271.169,-32.157,-0.721,-5.165,87.6,1395.7,14051,223870
BLG515.20,270.986,-32.157,-0.796,-5.03,92.3,1497.2,14804,240142
BLG515.21,270.804,-32.157,-0.872,-4.895,106.4,1647.7,17066,264283
BLG515.22,270.622,-32.157,-0.947,-4.76,115.2,1734.6,18478,278221
BLG515.23,270.439,-32.157,-1.023,-4.625,118.9,1881.8,19071,301832
BLG515.24,270.257,-32.157,-1.099,-4.491,108.6,1814.6,17419,291061
BLG515.25,270.074,-32.157,-1.175,-4.356,107.4,1862.9,17226,298809
BLG515.26,271.36,-31.836,-0.36,-5.152,110.5,1596.5,17732,256199
BLG515.27,271.177,-31.836,-0.435,-5.016,112.7,1619.5,18077,259759
BLG515.28,270.995,-31.836,-0.511,-4.88,115.4,1691.4,18510,271308
BLG515.29,270.813,-31.836,-0.586,-4.745,104.3,1669.5,16729,267795
BLG515.30,270.63,-31.836,-0.662,-4.609,114.9,1767.3,18429,283474
BLG515.31,270.448,-31.836,-0.738,-4.474,107.7,1804.2,17279,289472
BLG515.32,270.265,-31.836,-0.815,-4.339,107.3,1778.2,17219,285358
BLG516.01,271.388,-34.008,-2.262,-6.218,95.7,1256.8,15933,209256
BLG516.02,271.203,-34.008,-2.336,-6.084,92.2,1245.9,15350,207441
BLG516.03,271.018,-34.008,-2.411,-5.949,95.5,1361.6,15903,226741
BLG516.04,270.833,-34.008,-2.485,-5.815,88.5,1265.1,14734,210630
BLG516.05,270.648,-34.008,-2.56,-5.681,87.1,1270.9,14498,211546
BLG516.06,270.463,-34.008,-2.635,-5.547,92.7,1389.5,15430,231279
BLG516.07,270.278,-34.008,-2.71,-5.413,112.8,1611.6,18776,268257
BLG516.08,271.565,-33.687,-1.908,-6.193,87.5,1216.2,14568,202488
BLG516.09,271.38,-33.687,-1.982,-6.058,94.9,1244.7,15796,207176
BLG516.10,271.195,-33.687,-2.056,-5.923,99.7,1357.2,16595,225911
BLG516.11,271.01,-33.687,-2.131,-5.788,102.7,1408.3,17094,234425
BLG516.12,270.825,-33.687,-2.206,-5.653,106.2,1474.6,17673,245394
BLG516.13,270.64,-33.687,-2.281,-5.519,110.5,1582.2,18388,263308
BLG516.14,270.455,-33.687,-2.356,-5.384,99.3,1470.6,16528,244778
BLG516.15,270.27,-33.687,-2.432,-5.25,92.2,1473.2,15343,245152
BLG516.16,270.085,-33.687,-2.508,-5.116,116.1,1791.5,19316,298069
BLG516.17,271.565,-33.388,-1.644,-6.05,97.9,1328.6,16303,221254
BLG516.18,271.38,-33.388,-1.718,-5.914,112.9,1462.8,18797,243537
BLG516.19,271.195,-33.388,-1.793,-5.779,106.1,1427.8,17660,237654
BLG516.20,271.01,-33.388,-1.868,-5.643,98.2,1389.1,16341,231165
BLG516.21,270.825,-33.388,-1.943,-5.508,92.7,1464.8,15426,243763
BLG516.22,270.64,-33.388,-2.019,-5.373,94.3,1473.6,15692,245227
BLG516.23,270.455,-33.388,-2.094,-5.238,94.7,1500.8,15759,249745
BLG516.24,270.27,-33.388,-2.17,-5.103,83.6,1414.2,13908,235279
BLG516.25,270.085,-33.388,-2.246,-4.969,91.2,1613.6,15176,268525
BLG516.26,271.388,-33.067,-1.431,-5.766,104.2,1387.3,17360,231139
BLG516.27,271.203,-33.067,-1.507,-5.63,106.9,1438.6,17798,239516
BLG516.28,271.018,-33.067,-1.582,-5.494,113.2,1561.8,18847,260037
BLG516.29,270.833,-33.067,-1.657,-5.359,92.6,1498.0,15413,249356
BLG516.30,270.648,-33.067,-1.733,-5.223,93.0,1459.1,15476,242814
BLG516.31,270.463,-33.067,-1.809,-5.088,89.4,1453.1,14877,241816
BLG516.32,270.278,-33.067,-1.885,-4.952,90.0,1429.7,14973,237866
BLG517.01,271.417,-35.239,-3.338,-6.828,80.4,903.0,13224,148537
BLG517.02,271.23,-35.239,-3.412,-6.694,83.0,942.3,13648,154964
BLG517.03,271.042,-35.239,-3.486,-6.559,78.6,964.9,12925,158672
BLG517.04,270.854,-35.239,-3.56,-6.425,85.3,1011.9,14027,166401
BLG517.05,270.666,-35.239,-3.635,-6.291,81.3,1047.0,13369,172165
BLG517.06,270.479,-35.239,-3.71,-6.156,84.0,1067.5,13813,175536
BLG517.07,270.291,-35.239,-3.785,-6.022,86.2,1114.7,14175,183298
BLG517.08,271.596,-34.918,-2.983,-6.804,76.6,914.0,12602,150383
BLG517.09,271.409,-34.918,-3.057,-6.669,81.3,916.3,13372,150724
BLG517.10,271.221,-34.918,-3.131,-6.533,87.9,987.8,14458,162477
BLG517.11,271.033,-34.918,-3.206,-6.398,88.5,1050.7,14553,172782
BLG517.12,270.845,-34.918,-3.281,-6.264,100.8,1144.4,16576,188190
BLG517.13,270.658,-34.918,-3.355,-6.129,99.1,1196.5,16292,196719
BLG517.14,270.47,-34.918,-3.431,-5.994,104.4,1241.5,17163,204101
BLG517.15,270.282,-34.918,-3.506,-5.86,110.3,1315.2,18129,216174
BLG517.16,270.094,-34.918,-3.581,-5.725,100.0,1379.5,16440,226789
BLG517.17,271.596,-34.618,-2.718,-6.661,81.9,966.3,13474,158979
BLG517.18,271.409,-34.618,-2.793,-6.525,92.0,1091.8,15132,179575
BLG517.19,271.221,-34.618,-2.867,-6.39,94.4,1066.8,15527,175471
BLG517.20,271.033,-34.618,-2.942,-6.254,94.3,1137.3,15507,187031
BLG517.21,270.845,-34.618,-3.017,-6.119,97.6,1200.5,16049,197424
BLG517.22,270.658,-34.618,-3.092,-5.984,102.1,1233.0,16785,202712
BLG517.23,270.47,-34.618,-3.168,-5.849,103.9,1334.4,17085,219443
BLG517.24,270.282,-34.618,-3.243,-5.714,107.3,1382.4,17636,227219
BLG517.25,270.094,-34.618,-3.319,-5.579,105.3,1377.8,17307,226455
BLG517.26,271.417,-34.297,-2.505,-6.378,80.5,989.0,13250,162783
BLG517.27,271.23,-34.297,-2.58,-6.242,81.3,1040.6,13375,171203
BLG517.28,271.042,-34.297,-2.655,-6.106,87.1,1134.3,14326,186582
BLG517.29,270.854,-34.297,-2.731,-5.97,94.6,1204.7,15556,198098
BLG517.30,270.666,-34.297,-2.806,-5.834,95.0,1252.8,15622,206008
BLG517.31,270.479,-34.297,-2.882,-5.699,96.2,1328.8,15819,218506
BLG517.32,270.291,-34.297,-2.958,-5.563,96.2,1275.4,15812,209632
BLG518.01,272.627,-27.24,4.213,-3.907,161.7,2225.2,26348,362591
BLG518.02,272.454,-27.24,4.14,-3.773,155.9,2276.4,25409,371034
BLG518.03,272.281,-27.24,4.066,-3.638,171.1,2462.6,27893,401470
BLG518.04,272.108,-27.24,3.991,-3.503,157.5,2463.4,25676,401600
BLG518.05,271.936,-27.24,3.917,-3.369,166.7,2448.8,27189,399405
BLG518.06,271.763,-27.24,3.843,-3.234,245.4,2840.8,40026,463351
BLG518.07,271.59,-27.24,3.768,-3.1,242.4,2943.5,39536,480102
BLG518.08,272.791,-26.919,4.567,-3.882,150.5,2109.6,24523,343755
BLG518.09,272.619,-26.919,4.493,-3.747,127.5,1737.4,20775,283105
BLG518.10,272.446,-26.919,4.419,-3.612,124.0,1754.6,20210,285978
BLG518.11,272.273,-26.919,4.344,-3.477,146.3,2221.9,23845,362143
BLG518.12,272.1,-26.919,4.27,-3.342,181.6,2548.8,29605,415523
BLG518.13,271.928,-26.919,4.195,-3.207,211.6,2681.8,34504,437318
BLG518.14,271.755,-26.919,4.121,-3.072,243.7,2851.3,39739,464958
BLG518.15,271.582,-26.919,4.046,-2.938,238.7,2886.4,38942,470909
BLG518.16,271.409,-26.919,3.971,-2.803,218.5,2940.1,35638,479547
BLG518.17,272.791,-26.62,4.83,-3.739,172.9,2263.8,28173,368873
BLG518.18,272.619,-26.62,4.756,-3.604,154.3,2190.9,25142,356994
BLG518.19,272.446,-26.62,4.681,-3.468,141.3,2225.9,23030,362803
BLG518.20,272.273,-26.62,4.607,-3.333,154.4,2262.3,25165,368727
BLG518.21,272.1,-26.62,4.532,-3.198,160.7,2439.4,26198,397688
BLG518.22,271.928,-26.62,4.458,-3.062,198.2,2672.2,32319,435736
BLG518.23,271.755,-26.62,4.383,-2.927,205.7,2738.6,33542,446572
BLG518.24,271.582,-26.62,4.308,-2.792,188.0,2578.4,30656,420449
BLG518.25,271.409,-26.62,4.232,-2.657,155.0,2542.9,25281,414770
BLG518.26,272.627,-26.298,5.042,-3.456,163.6,2201.3,26664,358793
BLG518.27,272.454,-26.298,4.967,-3.32,165.9,2323.1,27039,378637
BLG518.28,272.281,-26.298,4.893,-3.184,164.5,2350.4,26817,383178
BLG518.29,272.108,-26.298,4.818,-3.049,136.4,2121.2,22236,345804
BLG518.30,271.936,-26.298,4.743,-2.913,127.4,1722.5,20774,280873
BLG518.31,271.763,-26.298,4.668,-2.778,124.8,1667.9,20350,271977
BLG518.32,271.59,-26.298,4.592,-2.642,111.3,1989.4,18149,324411
BLG519.01,272.649,-28.471,3.139,-4.513,166.2,2025.6,26424,322056
BLG519.02,272.474,-28.471,3.066,-4.378,149.0,2031.8,23695,323121
BLG519.03,272.3,-28.471,2.992,-4.244,158.4,2152.0,25184,342152
BLG519.04,272.125,-28.471,2.918,-4.109,182.4,2429.1,28993,386109
BLG519.05,271.95,-28.471,2.844,-3.974,185.0,2450.6,29420,389723
BLG519.06,271.776,-28.471,2.769,-3.84,202.3,2599.1,32164,413230
BLG519.07,271.601,-28.471,2.695,-3.706,191.8,2583.2,30509,410917
BLG519.08,272.816,-28.15,3.493,-4.489,204.8,2294.8,32593,365208
BLG519.09,272.641,-28.15,3.419,-4.353,171.3,2155.4,27268,343107
BLG519.10,272.466,-28.15,3.345,-4.218,174.1,2259.8,27694,359466
BLG519.11,272.292,-28.15,3.271,-4.083,163.7,2289.1,26039,364127
BLG519.12,272.117,-28.15,3.197,-3.948,160.8,2326.4,25572,369972
BLG519.13,271.942,-28.15,3.122,-3.813,166.0,2293.4,26405,364819
BLG519.14,271.767,-28.15,3.048,-3.678,168.4,2454.6,26787,390453
BLG519.15,271.593,-28.15,2.973,-3.544,217.0,2582.2,34518,410750
BLG519.16,271.418,-28.15,2.898,-3.409,275.3,3063.2,43791,487263
BLG519.17,272.816,-27.85,3.756,-4.346,212.1,2372.3,33771,377732
BLG519.18,272.641,-27.85,3.682,-4.21,209.3,2368.4,33325,377111
BLG519.19,272.466,-27.85,3.608,-4.075,181.0,2304.2,28805,366696
BLG519.20,272.292,-27.85,3.534,-3.939,177.1,2350.6,28184,374088
BLG519.21,272.117,-27.85,3.459,-3.804,176.4,2396.8,28059,381251
BLG519.22,271.942,-27.85,3.385,-3.669,201.7,2545.3,32092,404977
BLG519.23,271.767,-27.85,3.31,-3.533,213.1,3184.3,33905,506647
BLG519.24,271.593,-27.85,3.235,-3.398,291.1,3583.8,46316,570219
BLG519.25,271.418,-27.85,3.16,-3.263,278.8,3503.3,44370,557539
BLG519.26,272.649,-27.529,3.969,-4.063,197.7,2243.1,31493,357333
BLG519.27,272.474,-27.529,3.894,-3.927,205.0,2431.8,32656,387393
BLG519.28,272.3,-27.529,3.82,-3.791,201.6,2391.3,32099,380749
BLG519.29,272.125,-27.529,3.745,-3.655,190.5,2907.8,30331,462980
BLG519.30,271.95,-27.529,3.67,-3.52,195.2,2533.8,31065,403244
BLG519.31,271.776,-27.529,3.595,-3.384,207.0,2839.8,32951,452053
BLG519.32,271.601,-27.529,3.52,-3.249,238.5,3295.6,37956,524489
BLG520.01,272.68,-29.702,2.067,-5.124,149.1,1862.9,24717,308829
BLG520.02,272.503,-29.702,1.993,-4.989,140.2,1837.6,23242,304635
BLG520.03,272.327,-29.702,1.92,-4.854,167.9,2020.4,27834,334939
BLG520.04,272.15,-29.702,1.846,-4.719,157.3,2072.6,26077,343585
BLG520.05,271.973,-29.702,1.772,-4.585,172.1,2140.6,28517,354707
BLG520.06,271.797,-29.702,1.698,-4.45,178.4,2231.7,29561,369786
BLG520.07,271.62,-29.702,1.623,-4.316,183.9,2338.1,30472,387417
BLG520.08,272.849,-29.38,2.421,-5.1,156.9,1914.5,26029,317599
BLG520.09,272.672,-29.38,2.347,-4.965,157.1,1909.1,26049,316552
BLG520.10,272.495,-29.38,2.273,-4.829,165.6,2020.7,27459,335058
BLG520.11,272.319,-29.38,2.199,-4.694,160.4,2089.9,26603,346624
BLG520.12,272.142,-29.38,2.125,-4.559,160.1,2033.8,26547,337230
BLG520.13,271.965,-29.38,2.051,-4.424,158.0,2119.4,26199,351440
BLG520.14,271.788,-29.38,1.977,-4.289,156.7,2069.6,25977,343094
BLG520.15,271.612,-29.38,1.902,-4.154,163.4,2220.8,27094,368238
BLG520.16,271.435,-29.38,1.827,-4.019,180.2,2323.6,29859,385020
BLG520.17,272.849,-29.081,2.685,-4.958,177.2,1965.5,29424,326375
BLG520.18,272.672,-29.081,2.611,-4.822,199.5,2218.4,33119,368291
BLG520.19,272.495,-29.081,2.537,-4.686,184.3,2140.2,30588,355215
BLG520.20,272.319,-29.081,2.463,-4.551,164.8,2054.9,27345,340975
BLG520.21,272.142,-29.081,2.388,-4.415,183.7,2178.7,30489,361605
BLG520.22,271.965,-29.081,2.314,-4.28,195.2,2375.2,32390,394132
BLG520.23,271.788,-29.081,2.239,-4.144,188.8,2332.0,31320,386867
BLG520.24,271.612,-29.081,2.164,-4.009,206.2,2567.9,34199,425909
BLG520.25,271.435,-29.081,2.089,-3.874,208.9,2940.3,34638,487557
BLG520.26,272.68,-28.76,2.898,-4.675,170.1,2066.4,28258,343299
BLG520.27,272.503,-28.76,2.824,-4.539,160.3,2024.9,26624,336315
BLG520.28,272.327,-28.76,2.749,-4.403,201.5,2416.6,33467,401381
BLG520.29,272.15,-28.76,2.675,-4.267,196.3,2397.8,32595,398165
BLG520.30,271.973,-28.76,2.6,-4.131,185.4,2199.6,30778,365157
BLG520.31,271.797,-28.76,2.525,-3.996,195.2,2431.9,32405,403713
BLG520.32,271.62,-28.76,2.45,-3.86,192.7,2599.6,31967,431258
BLG521.01,272.72,-30.932,0.995,-5.739,120.9,1464.4,20656,250210
BLG521.02,272.541,-30.932,0.922,-5.604,122.0,1429.8,20844,244298
BLG521.03,272.362,-30.932,0.849,-5.469,126.3,1573.6,21579,268859
BLG521.04,272.183,-30.932,0.775,-5.334,115.1,1540.5,19656,263090
BLG521.05,272.004,-30.932,0.701,-5.199,117.3,1570.4,20032,268188
BLG521.06,271.825,-30.932,0.627,-5.064,111.9,1576.7,19105,269192
BLG521.07,271.647,-30.932,0.553,-4.93,111.7,1687.8,19062,288036
BLG521.08,272.891,-30.611,1.35,-5.716,124.5,1534.7,21296,262506
BLG521.09,272.712,-30.611,1.276,-5.58,124.0,1472.0,21195,251623
BLG521.10,272.533,-30.611,1.203,-5.445,125.9,1591.5,21515,271977
BLG521.11,272.354,-30.611,1.129,-5.309,115.7,1545.4,19763,263986
BLG521.12,272.175,-30.611,1.055,-5.174,130.2,1673.2,22240,285799
BLG521.13,271.996,-30.611,0.981,-5.039,122.9,1647.1,20993,281349
BLG521.14,271.817,-30.611,0.907,-4.904,106.3,1616.8,18140,275916
BLG521.15,271.638,-30.611,0.832,-4.769,102.7,1628.1,17526,277845
BLG521.16,271.459,-30.611,0.758,-4.634,121.5,1874.4,20734,319877
BLG521.17,272.891,-30.312,1.614,-5.574,120.7,1498.2,20655,256381
BLG521.18,272.712,-30.312,1.541,-5.438,122.5,1591.1,20949,272090
BLG521.19,272.533,-30.312,1.467,-5.302,120.5,1561.2,20602,266930
BLG521.20,272.354,-30.312,1.393,-5.166,127.8,1695.7,21840,289784
BLG521.21,272.175,-30.312,1.319,-5.031,125.5,1674.0,21447,286076
BLG521.22,271.996,-30.312,1.245,-4.895,121.0,1741.7,20673,297566
BLG521.23,271.817,-30.312,1.17,-4.76,133.1,1824.6,22730,311596
BLG521.24,271.638,-30.312,1.095,-4.624,140.5,1957.6,23982,334150
BLG521.25,271.459,-30.312,1.02,-4.489,149.8,1999.2,25569,341259
BLG521.26,272.72,-29.99,1.828,-5.292,130.1,1628.6,22269,278770
BLG521.27,272.541,-29.99,1.754,-5.155,124.2,1642.5,21254,281084
BLG521.28,272.362,-29.99,1.68,-5.019,134.4,1744.8,22984,298392
BLG521.29,272.183,-29.99,1.606,-4.883,154.0,1929.1,26329,329822
BLG521.30,272.004,-29.99,1.531,-4.747,151.5,1953.3,25896,333881
BLG521.31,271.825,-29.99,1.456,-4.611,136.7,1927.8,23355,329361
BLG521.32,271.647,-29.99,1.381,-4.475,140.5,1924.7,23993,328678
BLG522.01,273.961,-26.625,5.323,-4.662,146.4,1628.8,23982,266810
BLG522.02,273.789,-26.625,5.25,-4.527,142.2,1690.7,22433,266719
BLG522.03,273.618,-26.625,5.178,-4.392,137.9,1690.3,21754,266664
